INVOICED_AMOUNT,FISCAL_QUARTER,PRODUCT_CATEGORY,SUPPLIER_NAME,IS_PREFERRED_SUPPLIER,CHANNEL,IS_CATALOG
7.7,Q4 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Godwin-Sbo  Lp,No,PO,yes
341.0,Q4 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Henry Schein  Inc.,No,Ebuy,no
57.36,Q4 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Hospira  Inc.,No,Pcard,yes
16.4,Q4 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Knust Sbs,No,PO,yes
179.0,Q4 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Mary Kay Inc.,No,Pcard,no
15.4,Q4 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Matrixx Initiatives  Inc.,No,Pcard,no
367.0,Q4 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Mckesson,Yes,Ebuy,yes
15.4,Q4 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Panda Express,Yes,PO,no
15.95,Q4 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Revamp International Pte. Ltd.,Yes,PO,no
210.0,Q4 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Revamp International Pte. Ltd.,Yes,Pcard,no
203.86999999999998,Q4 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Safeway Inc.,No,Ebuy,no
53.81,Q4 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Sandoz Inc,No,Pcard,yes
82.2,Q4 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Sb Darron Pte Ltd,No,PO,yes
9.25,Q4 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Shiseido Co.  Ltd.,No,PO,yes
42.85,Q4 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Starbucks,Yes,Pcard,no
332.8,Q4 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Tenaris  S.A.,Yes,Pcard,yes
641.7,Q4 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Timken Group,No,Ebuy,yes
641.7,Q4 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Tubos De Acero De Mexico Sa,No,PO,yes
238.0,Q4 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Walgreen Co.,No,Ebuy,no
49.57,Q4 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Walgreen Company,No,Ebuy,no
83.2,Q4 FY2014,MANUFACTURING COMPONENTS AND SUPPLIERS,Wise Consumer Products,Yes,Ebuy,no
9.88,Q4 FY2014,OUTSOURCED SERVICES,C.D.M.A.  Inc,No,Ebuy,yes
91.14,Q4 FY2014,OUTSOURCED SERVICES,Cephalon  Inc.,Yes,PO,no
15.4,Q4 FY2014,OUTSOURCED SERVICES,Fenwal  Inc.,No,Pcard,yes
15.4,Q4 FY2014,OUTSOURCED SERVICES,King Bio Inc.,No,Ebuy,yes
0,Q4 FY2014,OUTSOURCED SERVICES,Prime Packaging  Inc.,No,PO,no
43.1,Q4 FY2014,OUTSOURCED SERVICES,Rimmel Inc.,No,Ebuy,no
22.87,Q4 FY2014,OUTSOURCED SERVICES,Rite Aid Corporation,No,PO,yes
22.87,Q4 FY2014,OUTSOURCED SERVICES,Safeway,Yes,Pcard,yes
38.52,Q4 FY2014,OUTSOURCED SERVICES,Sandoz Inc,No,PO,yes
3.27,Q4 FY2014,OUTSOURCED SERVICES,Sb Darron Pte Ltd,No,PO,no
9.99,Q4 FY2014,OUTSOURCED SERVICES,Sbot,No,Pcard,no
9.99,Q4 FY2014,OUTSOURCED SERVICES,Schoeller Bleckmann Inc,No,PO,no
61.0,Q4 FY2014,OUTSOURCED SERVICES,Skinfix  Inc.,Yes,Ebuy,yes
4.67,Q4 FY2014,OUTSOURCED SERVICES,Skinfix  Inc.,Yes,PO,yes
61.0,Q4 FY2014,OUTSOURCED SERVICES,Skinfix  Inc.,Yes,Pcard,yes
9.0,Q4 FY2014,OUTSOURCED SERVICES,Thefaceshop Co.  Ltd,No,Ebuy,no
15.4,Q4 FY2014,OUTSOURCED SERVICES,Ventura International Ltd,No,Ebuy,yes
27.97,Q4 FY2014,OUTSOURCED SERVICES,Wockhardt Limited,Yes,Pcard,no
58.28,Q4 FY2015,Asset,Avkare  Inc.,No,Pcard,no
35.07,Q4 FY2015,Asset,Cephalon  Inc.,Yes,Pcard,yes
81.4,Q4 FY2015,Asset,Elizabeth Arden  Inc,Yes,Pcard,yes
82.0,Q4 FY2015,Asset,Sb Darron Pte Ltd,No,PO,no
6.0,Q4 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Ab7 Industries,Yes,PO,yes
24.39,Q4 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Alk-Abello  Inc.,Yes,PO,yes
140.29,Q4 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Avpak,No,Ebuy,yes
15.4,Q4 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,C.D.M.A.  Inc,No,Ebuy,no
280.77000000000004,Q4 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Cephalon  Inc.,Yes,PO,no
71.82,Q4 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Cephalon  Inc.,Yes,PO,yes
350.27,Q4 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,H.J. Harkins Company  Inc.,No,Ebuy,no
4.2,Q4 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Hampton Inn & Suites,No,Pcard,yes
165.0,Q4 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Heel Inc,No,Pcard,yes
10.43,Q4 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Knust Sbs,No,Pcard,no
341.0,Q4 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Matrixx Initiatives  Inc.,No,PO,no
0,Q4 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Matrixx Initiatives  Inc.,No,Pcard,yes
16.4,Q4 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Pliva Inc.,No,Pcard,no
635.0,Q4 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Safeway,Yes,Ebuy,no
297.0,Q4 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Sandoz Inc,No,PO,no
223.82,Q4 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Sandoz Inc,No,Pcard,no
355.0,Q4 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Shiseido Co.  Ltd.,No,PO,no
27.31,Q4 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Skinfix  Inc.,Yes,PO,no
456.86,Q4 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Skinfix  Inc.,Yes,PO,yes
1062.19,Q4 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Tenaris Coiled Tubes Llc,No,Pcard,yes
672.3399999999999,Q4 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Thefaceshop Co.  Ltd,No,PO,no
34.52,Q4 FY2015,ELECTRONIC COMPONENTS AND SUPPLIES,Timken Group,No,Ebuy,no
158.0,Q4 FY2015,IT/IS AND TELECOMMUNICATIONS,Best Buy ,Yes,Pcard,yes
64.27,Q4 FY2015,IT/IS AND TELECOMMUNICATIONS,Cephalon  Inc.,Yes,Ebuy,yes
861.0,Q4 FY2015,IT/IS AND TELECOMMUNICATIONS,Cephalon  Inc.,Yes,PO,no
116.0,Q4 FY2015,IT/IS AND TELECOMMUNICATIONS,Cephalon  Inc.,Yes,Pcard,no
6000.0,Q4 FY2015,IT/IS AND TELECOMMUNICATIONS,Chattem  Inc.,No,Ebuy,yes
16.65,Q4 FY2015,IT/IS AND TELECOMMUNICATIONS,Dza Brands Llc,Yes,PO,no
125.0,Q4 FY2015,IT/IS AND TELECOMMUNICATIONS,Godwin-Sbo  Lp,No,PO,no
81.37,Q4 FY2015,IT/IS AND TELECOMMUNICATIONS,Hospira  Inc.,No,PO,no
14.0,Q4 FY2015,IT/IS AND TELECOMMUNICATIONS,Jeun Cell Ltd,No,Pcard,yes
16.65,Q4 FY2015,IT/IS AND TELECOMMUNICATIONS,Johnny Rockets,No,Pcard,no
22.57,Q4 FY2015,IT/IS AND TELECOMMUNICATIONS,King Bio Inc.,No,Ebuy,no
30.0,Q4 FY2015,IT/IS AND TELECOMMUNICATIONS,Matrixx Initiatives  Inc.,No,PO,no
220.0,Q4 FY2015,IT/IS AND TELECOMMUNICATIONS,Mckesson,Yes,PO,no
42.0,Q4 FY2015,IT/IS AND TELECOMMUNICATIONS,Quiznos,Yes,Ebuy,no
29.3,Q4 FY2015,IT/IS AND TELECOMMUNICATIONS,Rite Aid Corporation,No,Pcard,no
206.0,Q4 FY2015,IT/IS AND TELECOMMUNICATIONS,Safeway Inc.,No,Pcard,no
61.27,Q4 FY2015,IT/IS AND TELECOMMUNICATIONS,Sandoz Inc,No,Ebuy,yes
15.4,Q4 FY2015,IT/IS AND TELECOMMUNICATIONS,Sandoz Inc,No,PO,yes
534.5,Q4 FY2015,IT/IS AND TELECOMMUNICATIONS,Sandoz Inc,No,Pcard,no
29.48,Q4 FY2015,IT/IS AND TELECOMMUNICATIONS,Skinfix  Inc.,Yes,Ebuy,no
251.0,Q4 FY2015,IT/IS AND TELECOMMUNICATIONS,Skinfix  Inc.,Yes,PO,yes
37.4,Q4 FY2015,IT/IS AND TELECOMMUNICATIONS,Tenaris,No,PO,yes
382.42,Q4 FY2015,IT/IS AND TELECOMMUNICATIONS,Tenaris  S.A.,Yes,Pcard,no
6.2,Q4 FY2015,IT/IS AND TELECOMMUNICATIONS,Thefaceshop Co.  Ltd,No,Pcard,yes
15.4,Q4 FY2015,IT/IS AND TELECOMMUNICATIONS,Ventura International Ltd,No,Pcard,yes
315.1,Q4 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Cephalon  Inc.,Yes,PO,no
0,Q4 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Darron Tool & Eng Sbo,No,PO,yes
173.17,Q4 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Kroger Company,No,PO,yes
535.68,Q4 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Matrixx Initiatives  Inc.,No,Ebuy,yes
74.86,Q4 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Matrixx Initiatives  Inc.,No,Pcard,no
262.14,Q4 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Sandoz Inc,No,PO,no
208.0,Q4 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Skinfix  Inc.,Yes,Ebuy,yes
36.63,Q4 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Thefaceshop Co.  Ltd,No,Pcard,no
2200.14,Q4 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Valu Merchandisers Company,Yes,Pcard,yes
35.52,Q4 FY2015,MANUFACTURING COMPONENTS AND SUPPLIERS,Wise Consumer Products,Yes,PO,no
58.29,Q4 FY2015,OUTSOURCED SERVICES,Cephalon  Inc.,Yes,PO,yes
218.0,Q4 FY2015,OUTSOURCED SERVICES,Fenwal  Inc.,No,PO,no
39.68,Q4 FY2015,OUTSOURCED SERVICES,Sandoz Inc,No,Pcard,no
27.5,Q4 FY2015,OUTSOURCED SERVICES,Skinfix  Inc.,Yes,Ebuy,no
80.0,Q4 FY2015,OUTSOURCED SERVICES,Thefaceshop Co.  Ltd,No,Ebuy,yes
534.5,Q4 FY2015,OUTSOURCED SERVICES,Tubos De Acero De Mexico Sa,No,PO,no
12.99,Q4 FY2015,OUTSOURCED SERVICES,Wockhardt Limited,Yes,Ebuy,yes
